article_name,country,region,rev_id,article_quality,population
Seyed Esmaeil Mousavi Zanjani,Iran,ASIA,725755199,Stub,84.15
Dimitrie Brătianu,Romania,EUROPE,725784470,Stub,19.241
Albinas Albertynas,Lithuania,EUROPE,725807493,Stub,2.7939999999999996
Abdulah Mutapčić,Bosnia-Herzegovina,EUROPE,725832944,Stub,3.281
Hilma Nicanor,Namibia,AFRICA,725836779,Stub,2.541
Marcus Slingenberg,Netherlands,EUROPE,725853005,Stub,17.467
Miguel de Bonilla y Laya-Bolívar,Costa Rica,LATIN AMERICA AND THE CARIBBEAN,725855691,Start,5.111000000000001
Inez Pijnenburg,Netherlands,EUROPE,725861082,Stub,17.467
Bùi Quang Vinh,Vietnam,ASIA,725874724,Stub,96.209
René Toribio,Guadeloupe,LATIN AMERICA AND THE CARIBBEAN,725882471,Start,375.0
Gundaker Thomas Starhemberg,Austria,EUROPE,725885697,Start,8.914
Katsuhito Noshi,Japan,ASIA,725890570,Stub,125.96700000000001
Gian Luigi Berti,San Marino,EUROPE,725894519,Stub,34.0
Ok Kwan-bin,"Korea, South",ASIA,725975201,Stub,51.781000000000006
Anders Greif Mathisen,Norway,EUROPE,725990291,Stub,5.3870000000000005
Francisco Burdett O'Connor,Bolivia,LATIN AMERICA AND THE CARIBBEAN,725996845,C,11.633
Bernard Ghiro,Solomon Islands,OCEANIA,726024500,Stub,715.0
Shim Soon-taek,"Korea, South",ASIA,726033768,Stub,51.781000000000006
Panah Huseynov,Azerbaijan,ASIA,726042837,Start,10.107999999999999
María de los Ángeles Fromow,Mexico,LATIN AMERICA AND THE CARIBBEAN,726046901,Stub,127.792
María de Jesús Aguirre Maldonado,Mexico,LATIN AMERICA AND THE CARIBBEAN,726046926,Stub,127.792
Martha Laguette,Mexico,LATIN AMERICA AND THE CARIBBEAN,726047254,Stub,127.792
Diana Bernal,Mexico,LATIN AMERICA AND THE CARIBBEAN,726048234,Stub,127.792
Maya Manolova,Bulgaria,EUROPE,726049777,Stub,6.9270000000000005
Jan ter Laan,Netherlands,EUROPE,726050288,Stub,17.467
Alix Boyd Knights,Dominica,LATIN AMERICA AND THE CARIBBEAN,726051900,Stub,72.0
Zhanna Usenko-Chorna,Ukraine,EUROPE,726066013,Stub,41.778
Louise Blenman,United Kingdom,EUROPE,726067133,Stub,67.16
Sherif Sabri Pasha,Egypt,AFRICA,726072363,Stub,100.803
Lodewijk Cornelis Josephus Andreas van Meeuwen,Netherlands,EUROPE,726074766,Stub,17.467
Isaac Lewin,Poland,EUROPE,726077256,Start,38.368
Yakov Rostovtsev,Russia,EUROPE,726080765,Stub,146.733
Syed Nasir Ali Rizvi,Pakistan,ASIA,726094514,Start,220.94
Odd Fossum,Norway,EUROPE,726150456,Stub,5.3870000000000005
"Edward Fitton, the elder",Ireland,EUROPE,726156888,Start,5.003
Maurice d'Hartoy,France,EUROPE,726179583,Stub,64.94
Muhammad Khayr Bey,Syria,ASIA,726179745,Stub,19.398
Newton W. Gilbert,Philippines,ASIA,726183169,Stub,109.581
National Women's Party of Turkey,Turkey,ASIA,726204400,Stub,83.73700000000001
Hilal al-Atrash,Syria,ASIA,726218320,Stub,19.398
Kevin Casas Zamora,Costa Rica,LATIN AMERICA AND THE CARIBBEAN,726228430,Start,5.111000000000001
Johan de Waal,Namibia,AFRICA,726241234,Start,2.541
Leon Jooste,Namibia,AFRICA,726241279,Stub,2.541
Eben van Zijl,Namibia,AFRICA,726241614,Start,2.541
Robert Weilbacher,Federated States of Micronesia,OCEANIA,726260249,Start,106.0
Ermanno Gorrieri,Italy,EUROPE,726263404,Stub,60.29600000000001
Rubén Luis di Palma,Argentina,LATIN AMERICA AND THE CARIBBEAN,726265815,Stub,45.376999999999995
Olga Marta Sánchez Oviedo,Costa Rica,LATIN AMERICA AND THE CARIBBEAN,726274324,Stub,5.111000000000001
Marcela Guerrero Campos,Costa Rica,LATIN AMERICA AND THE CARIBBEAN,726274433,Stub,5.111000000000001
Nidia María Jiménez Vásquez,Costa Rica,LATIN AMERICA AND THE CARIBBEAN,726274540,Stub,5.111000000000001
Laura María Garro Sánchez,Costa Rica,LATIN AMERICA AND THE CARIBBEAN,726275029,Start,5.111000000000001
Kenneth Lalla,Trinidad and Tobago,LATIN AMERICA AND THE CARIBBEAN,726276685,Stub,1.369
Manuel Eduardo de Gorostiza,Mexico,LATIN AMERICA AND THE CARIBBEAN,726279520,Stub,127.792
Syed Muhammad Dehlavi,Pakistan,ASIA,726284576,Stub,220.94
Stephen VII Báthory,Hungary,EUROPE,726306858,Stub,9.767000000000001
Guillermo Pomi,Uruguay,LATIN AMERICA AND THE CARIBBEAN,726321912,Stub,3.531
Sreten Žujović,Serbia,EUROPE,726470804,Start,6.957000000000001
Kumar Sankar Roy,India,ASIA,726493686,Stub,1400.1
Sorin Apostu,Romania,EUROPE,726495723,Start,19.241
Emilio Rached,Argentina,LATIN AMERICA AND THE CARIBBEAN,726534776,Start,45.376999999999995
Niccolò Ghedini,Italy,EUROPE,726535415,Stub,60.29600000000001
Nešo Šćepović,Montenegro,EUROPE,726537894,Stub,622.0
Kong Vibol,Cambodia,ASIA,726543264,Stub,15.497
Monh Saphan,Cambodia,ASIA,726543284,Stub,15.497
Uk Rabun,Cambodia,ASIA,726543336,Stub,15.497
William Savona,Malta,EUROPE,726543420,Stub,522.0
Ay Khorn,Cambodia,ASIA,726543872,Stub,15.497
Hans Haga,Norway,EUROPE,726546493,Stub,5.3870000000000005
Hippolyte Rolin,Belgium,EUROPE,726547172,Stub,11.515
Pol Clovis Boël,Belgium,EUROPE,726549283,Start,11.515
Kalla Gertze,Namibia,AFRICA,726549300,Start,2.541
Khalnazar Agakhanov,Turkmenistan,ASIA,726553412,Stub,6.031000000000001
Elvis Ngolle Ngolle,Cameroon,AFRICA,726559818,Start,26.598000000000003
Alan Jara,Colombia,LATIN AMERICA AND THE CARIBBEAN,726574548,Stub,49.443999999999996
Festus Ueitele,Namibia,AFRICA,726575925,Stub,2.541
Michele Maylender,Hungary,EUROPE,726577258,Start,9.767000000000001
Hans s'Jacob,Netherlands,EUROPE,726580230,Stub,17.467
Luigi Ossoinack,Hungary,EUROPE,726590202,Stub,9.767000000000001
Anton I. Arion,Romania,EUROPE,726592405,Stub,19.241
Sigifredo López,Colombia,LATIN AMERICA AND THE CARIBBEAN,726594193,Stub,49.443999999999996
Parson Zazaharivelo Rakotovazaha,Madagascar,AFRICA,726598829,Stub,27.691
Bruno Rajaonson,Madagascar,AFRICA,726598846,Stub,27.691
Bruno Josvah Randrianantenaina,Madagascar,AFRICA,726598858,Stub,27.691
Rémi (politician),Madagascar,AFRICA,726598895,Stub,27.691
Barijaona Andriambelosoa,Madagascar,AFRICA,726598947,Stub,27.691
Jean-Claude Rakotonirina,Madagascar,AFRICA,726599007,Stub,27.691
Bary Jacobson Hoyme Ratsimbazafy,Madagascar,AFRICA,726599054,Stub,27.691
Gaston Rakotobezanahary,Madagascar,AFRICA,726599155,Stub,27.691
Abdoul Fatah (Malagasy politician),Madagascar,AFRICA,726599171,Stub,27.691
Hassan Aly,Madagascar,AFRICA,726599183,Stub,27.691
Olivier Donat Andriamahefaparany,Madagascar,AFRICA,726599216,Stub,27.691
Barison Claude Andriambololona,Madagascar,AFRICA,726599225,Stub,27.691
Jean Paul Honoré Andrianantenaina,Madagascar,AFRICA,726599241,Stub,27.691
Solofo Andrianjafimahatratra,Madagascar,AFRICA,726599267,Stub,27.691
Jean David Baba,Madagascar,AFRICA,726599328,Stub,27.691
André Baozandrivelo,Madagascar,AFRICA,726599349,Stub,27.691
Bemamy Beriziky,Madagascar,AFRICA,726599360,Stub,27.691
Jocelyn Borida,Madagascar,AFRICA,726599396,Stub,27.691
Nizar Dramsy,Madagascar,AFRICA,726599431,Stub,27.691
Botomananatsara,Madagascar,AFRICA,726599472,Stub,27.691
Longin Louis Fanantera,Madagascar,AFRICA,726599523,Stub,27.691
Razafitiana Auguste Jaonarison,Madagascar,AFRICA,726599547,Stub,27.691
Félix Ramboahangison,Madagascar,AFRICA,726599565,Stub,27.691
Anique Chantal Kembazanany,Madagascar,AFRICA,726599577,Stub,27.691
Bernard Koto,Madagascar,AFRICA,726599594,Stub,27.691
Janvier Maharangy,Madagascar,AFRICA,726599651,Stub,27.691
Armand Mahatafa,Madagascar,AFRICA,726599672,Stub,27.691
Clermont Gervais Mahazaka,Madagascar,AFRICA,726599686,Stub,27.691
Norbert Mamangy,Madagascar,AFRICA,726599697,Stub,27.691
Fabergé Gabriel Mamitiana,Madagascar,AFRICA,726599708,Stub,27.691
Mampihao,Madagascar,AFRICA,726599739,Stub,27.691
Bénoît Mamy,Madagascar,AFRICA,726599766,Stub,27.691
Florent Parfait Mana,Madagascar,AFRICA,726599783,Stub,27.691
Célestin Manasoa,Madagascar,AFRICA,726599813,Stub,27.691
Rakoto Joseph Nirina Lamboarivel,Madagascar,AFRICA,726599852,Stub,27.691
Louis Bernard Rakotomanga,Madagascar,AFRICA,726599866,Stub,27.691
Martin Rafidison,Madagascar,AFRICA,726599883,Stub,27.691
Andrianantoandro Raharinaivo,Madagascar,AFRICA,726600077,Stub,27.691
Hery Setaharinaivomanjato Raharisaina,Madagascar,AFRICA,726600128,Stub,27.691
Francis Tamisy Raharison,Madagascar,AFRICA,726600152,Stub,27.691
William René Rakoto Mahefarinoro,Madagascar,AFRICA,726600179,Stub,27.691
Joelison Emanoela Rakotoarimanana,Madagascar,AFRICA,726600198,Stub,27.691
Andriantsilavo Frédéric Rakotomalala,Madagascar,AFRICA,726600234,Stub,27.691
François Emile Rakotomalala,Madagascar,AFRICA,726600247,Stub,27.691
Mamisoa Rakotomandimbindraibe,Madagascar,AFRICA,726600263,Stub,27.691
Edmond Rodin Georges Rakotomanjato,Madagascar,AFRICA,726600293,Stub,27.691
Joseph Rakotomazava,Madagascar,AFRICA,726600307,Stub,27.691
Jean Ernest Rakotomiandrisoa,Madagascar,AFRICA,726600325,Stub,27.691
Aimé Rakotondrajaona,Madagascar,AFRICA,726600341,Stub,27.691
Lova Adrien Marie Rakotoniaina,Madagascar,AFRICA,726600370,Stub,27.691
Harijaona Lovanantenaina Rakotonirina,Madagascar,AFRICA,726600400,Stub,27.691
Joe Ernest Rakotonirina,Madagascar,AFRICA,726600432,Stub,27.691
Jean Ernest Rakotonomenjanahary,Madagascar,AFRICA,726600443,Stub,27.691
Hubert Rakotoson,Madagascar,AFRICA,726600449,Stub,27.691
Raymond Rakotozandry,Madagascar,AFRICA,726600463,Stub,27.691
Hajanirina Lanto Ramaherijaona,Madagascar,AFRICA,726600497,Stub,27.691
Benjamin Ramamonjisoa,Madagascar,AFRICA,726600558,Stub,27.691
Tsimisotry Ramanantsoa,Madagascar,AFRICA,726600578,Stub,27.691
Todisaina Raymond Ramarolahy,Madagascar,AFRICA,726600605,Stub,27.691
Jules Henri Randriamaholison,Madagascar,AFRICA,726600653,Stub,27.691
José Martial Ranaivo,Madagascar,AFRICA,726600673,Stub,27.691
Sylvestre Ranaivo,Madagascar,AFRICA,726600711,Stub,27.691
Andrianavalona Fanomezanjaka Pierrot Ranaivoson,Madagascar,AFRICA,726600725,Stub,27.691
Ramilison Randriamampianina,Madagascar,AFRICA,726600751,Stub,27.691
Modeste Randriamanantena,Madagascar,AFRICA,726600775,Stub,27.691
Rodolphe Gabriel Randriamanantena,Madagascar,AFRICA,726600804,Stub,27.691
Félix Randriamandimbisoa,Madagascar,AFRICA,726600833,Stub,27.691
Choi Sae-hwang,"Korea, South",ASIA,726602391,Start,51.781000000000006
Savanukah,United States,NORTHERN AMERICA,726603154,Stub,329.87800000000004
Olivier Antonny José Randrianantenaina,Madagascar,AFRICA,726608101,Stub,27.691
Armand Randrianarison,Madagascar,AFRICA,726608110,Stub,27.691
Michel Randrianekena,Madagascar,AFRICA,726608152,Stub,27.691
Guy Francis Randrianjafy,Madagascar,AFRICA,726608164,Stub,27.691
Henri François Victor Randrianjatovo,Madagascar,AFRICA,726608181,Stub,27.691
Andrianirina Marie Bruno Rakotoarisoa,Madagascar,AFRICA,726608196,Stub,27.691
Léon Rasalama,Madagascar,AFRICA,726608215,Stub,27.691
Elie Odon Fidèle Rasoanaivo,Madagascar,AFRICA,726608246,Stub,27.691
Fidelis Justin Rasolonomenjanahary,Madagascar,AFRICA,726608284,Stub,27.691
Georges Ratalata,Madagascar,AFRICA,726608295,Stub,27.691
Georges Clément Ratsimbazafiarison,Madagascar,AFRICA,726608313,Stub,27.691
Mamy Tiana Télésphore Gérard Ravelonanosy,Madagascar,AFRICA,726608329,Stub,27.691
Jean Claude Chan Se,Madagascar,AFRICA,726608415,Stub,27.691
Solofonantenaina Razoarimihaja,Madagascar,AFRICA,726608422,Stub,27.691
Désiré Remahita,Madagascar,AFRICA,726608430,Stub,27.691
André Rostand,Madagascar,AFRICA,726608460,Stub,27.691
Mouhamed Sebany,Madagascar,AFRICA,726608475,Stub,27.691
Bernard Tolia,Madagascar,AFRICA,726608521,Stub,27.691
Jean Adrien Vanovason,Madagascar,AFRICA,726608573,Stub,27.691
Rakotomandimby Stanislas Zafilahy,Madagascar,AFRICA,726608641,Stub,27.691
Gérard Aristote Zaonarivelo,Madagascar,AFRICA,726608666,Stub,27.691
Édouard Dunglas,France,EUROPE,726618715,Start,64.94
Miguel Chijiwa,Japan,ASIA,726620155,Stub,125.96700000000001
Richard Anane Adabor,Ghana,AFRICA,726623435,Stub,31.073
Andrea Ossoinack,Hungary,EUROPE,726624473,Start,9.767000000000001
Sayed Jalal,Afghanistan,ASIA,726625715,Start,38.928000000000004
Pedro Moncayo,Ecuador,LATIN AMERICA AND THE CARIBBEAN,726630107,Stub,17.511
Moses Amweelo,Namibia,AFRICA,726634885,Stub,2.541
Rémy Vincent Andrianjanaka,Madagascar,AFRICA,726638985,Stub,27.691
Manasé Bezara,Madagascar,AFRICA,726639089,Stub,27.691
Noël Rakotondramboa,Madagascar,AFRICA,726639127,Stub,27.691
Raymond Ramandimbilahatra,Madagascar,AFRICA,726639180,Stub,27.691
Jeannot Fernand,Madagascar,AFRICA,726639364,Stub,27.691
Jean Chrysostome Randimbisoa,Madagascar,AFRICA,726639412,Stub,27.691
Jean Baptiste Randriamaro,Madagascar,AFRICA,726639434,Stub,27.691
Roland Ravatomanga,Madagascar,AFRICA,726639512,Stub,27.691
René Razafiarison,Madagascar,AFRICA,726639574,Stub,27.691
Berthin Telolahy,Madagascar,AFRICA,726639631,Stub,27.691
Luis Funes,Argentina,LATIN AMERICA AND THE CARIBBEAN,726641800,Stub,45.376999999999995
Noemí Sanín,Colombia,LATIN AMERICA AND THE CARIBBEAN,726644344,C,49.443999999999996
Sigurjón Þórðarson,Iceland,EUROPE,726646100,Stub,368.0
Jean-Baptiste Mintsa-Mi-Mba,Gabon,AFRICA,726648684,Stub,2.231
Max Hymans,France,EUROPE,726649027,Stub,64.94
Sobusa Gula-Ndebele,Zimbabwe,AFRICA,726651867,Stub,14.863
Gerard Parker,United States,NORTHERN AMERICA,726654858,Stub,329.87800000000004
W. George Cross,Canada,NORTHERN AMERICA,726662002,Stub,38.19
Céphas Bansah,Ghana,AFRICA,726678926,C,31.073
Ricardo Coutinho,Brazil,LATIN AMERICA AND THE CARIBBEAN,726679949,Stub,211.812
Francesco II Sforza,Italy,EUROPE,726681143,Start,60.29600000000001
Bulelwa Tinto,South Africa,AFRICA,726683861,Stub,59.628
Georgy Oppokov,Russia,EUROPE,726684681,Stub,146.733
Ivan Teodorovich,Russia,EUROPE,726684802,Start,146.733
Paul Smit,Namibia,AFRICA,726685653,Start,2.541
Sylvester Nguni,Zimbabwe,AFRICA,726686195,Stub,14.863
Semyon Sereda,Russia,EUROPE,726687151,Stub,146.733
Otto Hunziker,Switzerland,EUROPE,726687211,Stub,8.634
Thamsanqa Mahlangu,Zimbabwe,AFRICA,726687480,Stub,14.863
Tichaona Mudzingwa,Zimbabwe,AFRICA,726687648,Stub,14.863
Murisi Zwizwai,Zimbabwe,AFRICA,726687669,Stub,14.863
Samuel Undenge,Zimbabwe,AFRICA,726688144,Stub,14.863
Reuben Marumahoko,Zimbabwe,AFRICA,726688205,Stub,14.863
Oung Ouen,Cambodia,ASIA,726688556,Stub,15.497
Charles Gaspard Élisabeth Joseph de Bailly,France,EUROPE,726692285,Start,64.94
Nils Mustelin,Finland,EUROPE,726692928,Start,5.529
Peter Allen (Alderney politician),United Kingdom,EUROPE,726693158,Stub,67.16
Kyaw Soe,Myanmar,ASIA,726699745,Stub,54.70399999999999
John Shaffer,United States,NORTHERN AMERICA,726723718,Start,329.87800000000004
Rana Khudadad Khan,Pakistan,ASIA,726740286,Stub,220.94
Rana Nazeer Ahmed Khan,Pakistan,ASIA,726740306,Stub,220.94
Louis Marie de Milet de Mureau,France,EUROPE,726746779,Stub,64.94
Lyubov Blizhina,Russia,EUROPE,726747410,Stub,146.733
Andrey Bronitsyn,Russia,EUROPE,726747414,Stub,146.733
Dimitri Gusakov,Russia,EUROPE,726747418,Stub,146.733
Aleksandr Kurdyumov,Russia,EUROPE,726747429,Stub,146.733
Valentin Sviridov,Russia,EUROPE,726747447,Stub,146.733
Sergey Sirotkin (politician),Russia,EUROPE,726747448,Stub,146.733
Oleg Skorlukov,Russia,EUROPE,726747457,Stub,146.733
Simmu Tiik,Estonia,EUROPE,726751401,Stub,1.331
Samuel Alatri,Italy,EUROPE,726751530,Start,60.29600000000001
Nebojša Koharović,Croatia,EUROPE,726752865,Stub,4.02
Ângela Guadagnin,Brazil,LATIN AMERICA AND THE CARIBBEAN,726757308,Start,211.812
Hakkı Atun,Cyprus,ASIA,726759992,Stub,1.207
Ripton MacPherson,Jamaica,LATIN AMERICA AND THE CARIBBEAN,726765387,Stub,2.8089999999999997
Talbert Monsell Forrest,Jamaica,LATIN AMERICA AND THE CARIBBEAN,726765397,Stub,2.8089999999999997
Alva Ross,Jamaica,LATIN AMERICA AND THE CARIBBEAN,726765413,Stub,2.8089999999999997
Headley Cunningham,Jamaica,LATIN AMERICA AND THE CARIBBEAN,726765426,Stub,2.8089999999999997
Michael Peart,Jamaica,LATIN AMERICA AND THE CARIBBEAN,726765481,Stub,2.8089999999999997
Jeanette Rose Grant-Woodham,Jamaica,LATIN AMERICA AND THE CARIBBEAN,726765558,Stub,2.8089999999999997
Rudyard Spencer,Jamaica,LATIN AMERICA AND THE CARIBBEAN,726765776,Stub,2.8089999999999997
Gagawala Wambuzi,Uganda,AFRICA,726767754,Stub,45.74100000000001
Zdenko Trebuľa,Slovakia,EUROPE,726773141,Stub,5.462000000000001
Zang Tu,China,ASIA,726775800,Start,1402.385
Jan Engelbert Tatengkeng,Indonesia,ASIA,726788784,Start,271.73900000000003
Werner Klumpp,Germany,EUROPE,726804496,Stub,83.3
Mahmud Shinkafi,Nigeria,AFRICA,726805368,Stub,206.14
Nicolas Prosper Bauyn d'Angervilliers,France,EUROPE,726807501,Stub,64.94
Dorodjatun Kuntjoro-Jakti,Indonesia,ASIA,726812554,Stub,271.73900000000003
Luis Guillermo Vélez,Colombia,LATIN AMERICA AND THE CARIBBEAN,726812945,Start,49.443999999999996
Germán Sequeira,Nicaragua,LATIN AMERICA AND THE CARIBBEAN,726815310,Stub,6.596
Odilon Braga,Brazil,LATIN AMERICA AND THE CARIBBEAN,726816628,Stub,211.812
Muhammed K. Abubakar,Nigeria,AFRICA,726818559,Stub,206.14
Nduese Essien,Nigeria,AFRICA,726818744,Start,206.14
Alpheus Muheua,Namibia,AFRICA,726826653,Stub,2.541
Inger Schörling,Sweden,EUROPE,726836599,Stub,10.377
Walter De Donder,Belgium,EUROPE,726837967,Start,11.515
Ludwig Bergsträsser,Germany,EUROPE,726844452,Stub,83.3
Omar Chehade,Peru,LATIN AMERICA AND THE CARIBBEAN,726845427,Start,32.824
K. Vasudeva Aiyangar,India,ASIA,726846455,Stub,1400.1
Alfredo Arce Carpio,Bolivia,LATIN AMERICA AND THE CARIBBEAN,726846777,Stub,11.633
Tahira Ismael-Sansawi,Philippines,ASIA,726852765,Start,109.581
Joseph Bakosoro,South Sudan,AFRICA,726856127,Stub,11.194
Clement Wani Konga,South Sudan,AFRICA,726856198,Stub,11.194
Chol Tong Mayay Jang,South Sudan,AFRICA,726856224,Stub,11.194
Richard Remo,South Sudan,AFRICA,726856360,Stub,11.194
Kim Se-jin (politician),"Korea, South",ASIA,726856714,Stub,51.781000000000006
John Thomson (Western Australian politician),Australia,OCEANIA,726857496,Stub,25.754
Justin von Linde,Germany,EUROPE,726869372,Stub,83.3
Olga Ivanova (politician),Estonia,EUROPE,726896001,Stub,1.331
Juanita Terblanche,South Africa,AFRICA,726897880,Start,59.628
Julius Wandera Maganda,Uganda,AFRICA,726918511,Stub,45.74100000000001
Haruna Kasolo Kyeyune,Uganda,AFRICA,726919678,Stub,45.74100000000001
Ghulam Qadir Wani,Pakistan,ASIA,726958577,Start,220.94
Ali Sahli,Libya,AFRICA,726965047,Start,6.891
Hamoud al-Gayifi,Yemen,ASIA,726967980,Stub,29.826
Orhan Sefa Kilercioğlu,Turkey,ASIA,726970030,Stub,83.73700000000001
Aldo Tessio,Argentina,LATIN AMERICA AND THE CARIBBEAN,726975090,Start,45.376999999999995
Pablo Bruera,Argentina,LATIN AMERICA AND THE CARIBBEAN,727003923,Stub,45.376999999999995
José María Pinilla Fábrega,Panama,LATIN AMERICA AND THE CARIBBEAN,727044924,Stub,4.283
Nils Elowsson,Sweden,EUROPE,727067919,Stub,10.377
Ċensu Galea,Malta,EUROPE,727086770,Start,522.0
Manuel Yrigoyen Diez Canseco,Peru,LATIN AMERICA AND THE CARIBBEAN,727131116,Stub,32.824
Pedro Mujica Carassa,Peru,LATIN AMERICA AND THE CARIBBEAN,727131128,Stub,32.824
Pedro José Rada y Gamio,Peru,LATIN AMERICA AND THE CARIBBEAN,727131152,Stub,32.824
Luis Albizuri,Peru,LATIN AMERICA AND THE CARIBBEAN,727131161,Stub,32.824
Friedrich Georg Tilly,Poland,EUROPE,727131284,Stub,38.368
Joachim Moszyński,Poland,EUROPE,727131297,Stub,38.368
Hans von Friebeis,Austria,EUROPE,727132203,Stub,8.914
Johann Prix,Austria,EUROPE,727132209,Stub,8.914
Julius von Newald,Austria,EUROPE,727132222,Stub,8.914
Petar Vitezica,Croatia,EUROPE,727132412,Stub,4.02
Antonio Aldini,Italy,EUROPE,727133582,Stub,60.29600000000001
Jakov Cindro,Croatia,EUROPE,727134996,Stub,4.02
Roberto Sagastume Pinto,Guatemala,LATIN AMERICA AND THE CARIBBEAN,727199097,Stub,18.066
Franz Handlos,Germany,EUROPE,727218166,Start,83.3
Hans Demmelmeier,Germany,EUROPE,727219294,Stub,83.3
Wolfgang Stammberger,Germany,EUROPE,727226171,Stub,83.3
Lu Bing,China,ASIA,727254663,Start,1402.385
Hafeez A. Pasha,Pakistan,ASIA,727290732,Start,220.94
Evelyn Fuentebella,Philippines,ASIA,727310448,Start,109.581
Raşit Pertev,Cyprus,ASIA,727320180,Stub,1.207
Gustav Fuchs,Germany,EUROPE,727330325,Stub,83.3
Mammad Yusif Jafarov,Azerbaijan,ASIA,727340389,Start,10.107999999999999
José Manuel Aguirre Miramón,Spain,EUROPE,727346043,Stub,47.635
Baurzhan Abdishev,Kazakhstan,ASIA,727374573,Start,18.732
Nicolae Mișu,Romania,EUROPE,727382079,Stub,19.241
Tore Tønne,Norway,EUROPE,727404348,Stub,5.3870000000000005
Leone Wollemborg,Italy,EUROPE,727404597,Start,60.29600000000001
Ibrahim Khraibut,Kuwait,ASIA,727406050,Start,4.691
Fernando Talaverano Gallegos,Spain,EUROPE,727418855,Stub,47.635
List of Speakers of the Assembly of the Republic (Northern Cyprus),Cyprus,ASIA,727426526,Stub,1.207
Alfred Loritz,Germany,EUROPE,727452309,Start,83.3
Juan Arévalo,Philippines,ASIA,727458010,Stub,109.581
Andrés Garchitorena,Philippines,ASIA,727466219,Stub,109.581
Charles Cassal,France,EUROPE,727476584,Stub,64.94
Oskar Müller,Germany,EUROPE,727507621,Start,83.3
Ferdinand Auth,Germany,EUROPE,727507673,Stub,83.3
Ma Li (politician),China,ASIA,727557085,Stub,1402.385
Chi Biqing,China,ASIA,727558620,Stub,1402.385
Pedro de Herrera,Spain,EUROPE,727573664,Stub,47.635
Michael Gonzi,Malta,EUROPE,727594628,Start,522.0
Gheorghe Costaforu,Romania,EUROPE,727610326,Stub,19.241
Ioannis Koniaris,Greece,EUROPE,727611836,Stub,10.7
Jean-Baptiste Duvergier,France,EUROPE,727613381,C,64.94
Joaquín María del Castillo y Lanzas,Mexico,LATIN AMERICA AND THE CARIBBEAN,727613584,Start,127.792
Henri Cernuschi,Italy,EUROPE,727617316,Start,60.29600000000001
Felipe Heusser,Chile,LATIN AMERICA AND THE CARIBBEAN,727619363,Stub,19.47
Andrey Toshev,Bulgaria,EUROPE,727668907,Start,6.9270000000000005
Mohammod Mosaddik Hossen Bulbul,Bangladesh,ASIA,727682106,Stub,169.80900000000003
María Eugenia Estenssoro,Argentina,LATIN AMERICA AND THE CARIBBEAN,727691367,Start,45.376999999999995
Kawaji Toshiyoshi,Japan,ASIA,727707402,Stub,125.96700000000001
Ludwig Simon,Germany,EUROPE,727708203,Stub,83.3
George Matanzima,South Africa,AFRICA,727722267,Stub,59.628
Oladapo Afolabi,Nigeria,AFRICA,727741721,Start,206.14
Santiago Arcos,Chile,LATIN AMERICA AND THE CARIBBEAN,727765694,Stub,19.47
"Full Yisrael Beiteinu list for Israeli legislative election, 2015",Israel,ASIA,727781780,Stub,9.216000000000001
"Full Yesh Atid list for Israeli legislative election, 2015",Israel,ASIA,727781798,Start,9.216000000000001
"Full Likud list for Israeli legislative election, 2015",Israel,ASIA,727781825,Start,9.216000000000001
